idProd,nameProd,subCat,PCategory,SectionProduc,General
A178058020090010,EXTRACTOR LICUADORA PORTÁTIL N,EXTRACTOR DE JUGO,COCINA,PEQUEÑO  APARATO,ELECTRO
A170049080030010,LAVADORA MABE 19KG BLANCA,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A171049080050010,LAVADORA 35 LB MABE,SEMIAUTOMATICA DE 21 LSB EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A173044081030010,LAVADORA WHIRLPOOL 19KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A174044081030010,LAVADORA WHIRLPOOL 19KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A176044081030010,LAVADORA WHIRLPOOL 16KG IMPELLER,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A175057021080010,EXPRIMIDOR DE CITRICOS DE PALANCA 130 W UMCO,EXPRIMIDOR DE JUGO,COCINA,PEQUEÑO  APARATO,ELECTRO
A177047041040010,COCINETA BRESCIA 2 H GRIS,COCINETAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A178048061020010,CONGELADOR HORIZONTAL 200 LT.,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A179048061020010,CONGELADOR HORIZONTAL 260 LT.,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A170049061020010,CONGELADOR FROST HORIZONTAL 316 LT. ELECTROLUX,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A171049061020010,CONGELADOR HORIZONTAL 380 LT.,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A172049061020010,CONGELADOR HORIZONTAL 412 LT.,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A175049061020010,CONGELADOR ELECTROLUX HORIZONTAL 150 LT.,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A176049061030010,VITRINA VERTICAL 342 LT.,VERTICAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A177059021040010,BATIDORA CLASICA KITCHENAID,BATIDORA DE PEDESTAL,COCINA,PEQUEÑO  APARATO,ELECTRO
A178059021130010,LICUADORA KITCHENAID VASO POL,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A179059021120010,HORNO ELECTRICO 12 KITCHENAID,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A170050022180010,MINICHOPPER REFRESH NEGRO,PICATODO Y PROCESADOR,COCINA,PEQUEÑO  APARATO,ELECTRO
A175053022130010,LICUADORA BLACK&DECKER 550W,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A171059022230010,LONCHERA ELÉCTRICA PORTA COMIDA ELÉCTRICO ROJA CHEF MASTER,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172059022230010,LONCHERA ELÉCTRICA PORTA COMIDA ELÉCTRICO AZUL CHEF MASTER,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A173059022110010,HORNO TOSTADOR Y ASADOR HALÓGENO CONVECTION OVEN CHEF MASTER,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174059022060010,BOMBA DISPENSADORA DE AGUA CON BATERÍA RECARGABLE CHEF MASTER,DISPENSADOR DE AGUA - MESA,COCINA,PEQUEÑO  APARATO,ELECTRO
A175059022030010,BATIDORA DE MANO ROJA,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A177059022030010,BATIDORA DE MANO NEGRA,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A178059022030010,BATIDORA DE MANO VERDE,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A171050023130010,LICUADORA DE INMERSION CON SET DE ACCESORIOS,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172050023130010,LICUADORA DE INMERSION CON SET DE ACCESORIOS,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A173050023130010,LICUADORA DE INMERSION,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174050023130010,LICUADORA DE INMERSION,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175050023130010,LICUADORA DE INMERSION,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A176050023130010,LICUADORA DE INMERSION,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A177050023030010,BATIDORA PROFESIONAL ROJA,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A179050023030010,BATIDORA PROFESIONAL CROMA,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A170051023090010,EXTRACTOR DE JUGOS LENTO (POR MASTICACIÓN),EXTRACTOR DE JUGO,COCINA,PEQUEÑO  APARATO,ELECTRO
A171051023180010,PROCESADOR DE ALIMENTOS 9 TAZAS CROMO,PICATODO Y PROCESADOR,COCINA,PEQUEÑO  APARATO,ELECTRO
A177041043020010,COCINA A GAS MABE 6QINOX/GRIL*,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A178051023150010,FREIDORA DE AIRE 3 5 LITROS,OLLA FREIDORA,COCINA,PEQUEÑO  APARATO,ELECTRO
A170052023050010,CAFETERA NESPRESSO CITIZ,CAFETERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172052023050010,CAFETERA NESPRESSO PIXIE,CAFETERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175042074060010,VINERA FRIGIDAIRE DIGITAL 18 B,VINERAS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173045044040010,COCINETA 20P 4Q DUREX BLANCA,COCINETAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A177059024130010,LICUADORA VASO POLICARBONATO ROJA,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A178059024130010,LICUADORA VASO POLICARBONATO SILVER,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A179059024130010,LICUADORA VASO POLICARBONATO ROJA,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175041045020010,COCINA A GAS MABE 4Q,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A171053026230010,CUCHILLO ELECTRICO WATSON,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172053026180010,PROCESADOR DE ALIMENTOS WATSON,PICATODO Y PROCESADOR,COCINA,PEQUEÑO  APARATO,ELECTRO
A179045076040010,REFRIGERADORA ELECTROLUX 14 PI,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A176057026130010,LICUADORA ELECTROLUX EXPRESSIONIST,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A177047086030010,LAVADORA ELECTROLUX 20KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A170048086030010,LAVADORA ELECTROLUX 44LBS CARGA FRONTAL BLANCA,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A172048096020010,SECADORA A GAS ELECTROLUX 20KG BLANCA,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A177048076050010,REFRIGERADORA ELECTROLUX 490L,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A178048076050010,REFRIGERADORA ELECTROLUX 579L,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A179048066030010,CONGELADOR ELECTROLUX TWIN ICON 525L EMPOTRABLE,VERTICAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A170049076050010,REFRIGERADORA ELECTROLUX TWIN ICON 525L EMPOTRABLE,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A171049076050010,TRIM KIT PARA REFRIGERADORA ELECTROLUX TWIN ICON 527L,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173051027190010,PLANCHA SANDUCHERA GRILL 1600 W UMCO,SANDUCHERAS Y WAFLERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174041047020010,COCINA A GAS MABE 5Q/GRILL*,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A175051027200010,SARTEN ELECTRICO OSTER,SARTEN ELECTRICO,COCINA,PEQUEÑO  APARATO,ELECTRO
A176041087030010,LAVADORA CARGA FRONTAL WHIRLPOOL 18KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A177041087030010,LAVADORA WHIRLPOOL 21 KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A179041087030010,LAVADORA WHIRLPOOL 20KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A170042087030010,LAVADORA WHIRLPOOL 20KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A171042067020010,CONGELADOR WHIRLPOOL 22 PIES,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A172042097020010,TORRE DE LAVADO GAS WHIRLPOOL 20KG,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A173052027110010,MICROONDAS WHIRLPOOL 30LT,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174052027110010,MICROONDAS WHIRLPOOL 30LT ESPEJO,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175042097020010,SECADORA A GAS WHIRLPOOL 18KG,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A177042077020010,MINIBAR ELECTROLUX 90 LT. 4.2,FRIGOBAR,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A178042077040010,REFRIGERADORA RI-375 AVANT   ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A170043077040010,REFRIGERADORA RI-375 AVANT   ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A174043077040010,REFRIGERADORA RI-405 AVANT   ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A176043077040010,REFRIGERADORA RI-425 QUA C/DN,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A177043077040010,REFRIGERADORA RI-470 AVANT   ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A178043077040010,REFRI RI480 QZ BL INVER FRONT,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A179043077040010,REFRI RI480 QZ CR INVER FRONT,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A170044077040010,REFRI RI580 QZ CR INVER FRONT,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A171044077040010,REFRIGERADORA RI-530 AVANT   ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173044047020010,COCINA CORUÑA SPAZIO3 GRIS   ,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A174044047020010,COCINA GALATI SPAZIO 3 BLANCO,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A175044047020010,COCINA FLORENCIA QUARZO CROMA,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A176044047020010,COCINA GALICIA QUARZO CROMA,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A177044047020010,COCINA ROMA QUARZO CROMA     ,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A178044047020010,COCINA VERONA QUARZO BLANCO   ,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A179044047020010,COCINA PARMA QUARZO CROMA    ,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A170045047020010,COCINA MONACO QUARZO CROMA   ,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A171045047020010,COCINA MONTECARLO QUARZO CROMA,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A172045067020010,CONGELADOR CI-400 ARIAN BLANCO,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A174045077040010,REFRIGERADORA RI-780R*       ,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A176045087050010,LAVADORA SEMIAUTO LRI-15BLSA* ,SEMIAUTOMATICA DE 21 LSB EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A177045077020010,MINIBAR 4 PIES RI-150 BL    RENOVACION,FRIGOBAR,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A178045077020010,MINIBAR RI-150CR RENOVACIÓN  ,FRIGOBAR,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A179055027060010,DISPENSADOR DE AGUA DAI-3GCR,DISPENSADOR DE AGUA - MESA,COCINA,PEQUEÑO  APARATO,ELECTRO
A170056027110010,MICROONDAS 30LT CROMA - MWI-30CR INDURAMA,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A176047089040010,LAVADORA ELECTROLUX 15 LIBRAS,SEMIAUTOMATICA DE 15 A 20 LBS,LAVADORAS,GAMA  BLANCA,ELECTRO
A177057029120010,HORNO TOSTADOR UMCO 10 LT,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A170048049020010,COCINA A GAS MABE 4Q,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A172048049020010,COCINA A GAS MABE 6QINOX/GRILL,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A177055020061010,DISPENSADOR DE AGUA BLANCO WHIRLPOOL,DISPENSADOR DE AGUA - MESA,COCINA,PEQUEÑO  APARATO,ELECTRO
A179045070051010,REFRIGERADORA WHIRLPOOL 440LTS,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A170056020151010,FREIDORA S/ACEITE 3.6L BLANCA AIR FAST CHEF MASTER,OLLA FREIDORA,COCINA,PEQUEÑO  APARATO,ELECTRO
A171056020151010,FREIDORA S/ACEITE 3.6L NEGRA AIR FAST CHEF MASTER,OLLA FREIDORA,COCINA,PEQUEÑO  APARATO,ELECTRO
A172056020151010,FREIDORA S/ACEITE 4 3L NEGRA AIR FAST CHEF MASTER,OLLA FREIDORA,COCINA,PEQUEÑO  APARATO,ELECTRO
A173056020231010,VASO DE VIDRIO OSTER PARA LICUADORA,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A179047070041010,REFRIGERADORA SAMSUNG RT35K5730SL/AP TM/INVERTER/320 LT/ACERO/TOPMOUNT,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A175049040021010,COCINA MABE EM6020,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A177049040021010,COCINA A GAS 76CM EM7620**,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A178059020101010,HORNILLA ELECTRICA 2 H INOXIDABLE PRACTICA 1500W UMCO,HORNILLAS ELECTRICAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172040071031010,REFRIGERADOR WHIRLPOOL 285L,REFRIGERADORA 200 A 299 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A176040081031010,LAVADORA WHIRLPOOL CARGA SUPERIOR 24KG,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A177040081031010,LAVADORA WHIRLPOOL CARGA SUPER,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A178050021111010,MICROONDAS DE MESA CON GRILL WHIRLPOOL,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172052021131010,LICUADORA REVERSIBLE GK 1.8 LT,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A173052021131010,LICUADORA CON DISPENSADOR GK 1,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174052021131010,LICUADORA PERSONAL GK,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175052021131010,LICUADORA PERSONAL GK,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A176052021131010,LICUADORA SHAKE PORTATIL GK FU,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A178042071061010,VINERA LIBERA 6 BOTELLAS,VINERAS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A179042071061010,VINERA LIBERA 12 BOTELLAS,VINERAS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173053021131010,LICUADORA SHAKE PORTATIL GK TURQUESA,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A174053021131010,LICUADORA SHAKE PORTATIL GK VERDE,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175053021131010,LICUADORA SHAKE PORTATIL GK VIOLET,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A173041052021010,CAMPANA EXTRACTORA INDURAMA CE,CAMPANAS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A170044092021010,SECADORA CARGA FRONTAL A GAS 21KGS WHIRLPOOL,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A171044092021010,SECADORA CARGA FRONTAL A GAS 20KGS WHIRLPOOL,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A173044072061010,VINERA WHIRLPOOL 21 BOTELLAS,VINERAS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A174044072061010,VINERA WHIRLPOOL 33 BOTELLAS,VINERAS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A177046042021010,COCINA II 21  CT EC AMALIA INO,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A179058022111010,MICROONDAS OSTER OGCD1102 NEGRO 30LTS 1000W,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A177053023111010,MICROONDAS WHIRLPOOL BLANCO,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A170055023201010,SARTEN ELECTRICO OSTER,SARTEN ELECTRICO,COCINA,PEQUEÑO  APARATO,ELECTRO
A171055023121010,HORNO ELECTRICO CON AIR FRYING,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A172045073041010,REFRIGERADORA INDURAMA RI-485,REFRIGERADORA 300 A 399 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173045073031010,REFRIGERADORA INDURAMA RI-600,REFRIGERADORA 200 A 299 LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A174045073051010,REFRIGERADORA INDURAMA RI-785I,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A176045043021010,COCINA BILBAO SPAZIO3 GRIS 4Q,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A177045083051010,LAVADORA SEMIAUTO LRI-11BLSA  ,SEMIAUTOMATICA DE 21 LSB EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A178045083051010,LAVADORA SEMIAUTO LRI-13BLSA  ,SEMIAUTOMATICA DE 21 LSB EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A179045083031010,LAVADORA INDURAMA AUTOMATICA L,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A170056023111010,MICROONDAS INDURAMA MWI005 / 3,HORNOS MICROONDAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A171056023091010,EXTRACTOR DE JUGO INDURAMA EI-,EXTRACTOR DE JUGO,COCINA,PEQUEÑO  APARATO,ELECTRO
A172056023121010,HORNO TOSTADOR INDURAMA HTI-19,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A173056023121010,OLLA MULTIFUNCIÓN INDURAMA OMI,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A174046073051010,REFRIGERADORA SBS INDURAMA 566,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A178056023221010,CANGUILERA ROJA 1200 WATTS,CANGUILERA,COCINA,PEQUEÑO  APARATO,ELECTRO
A174048083031010,LAVADORA XPERT SYSTEM 17 KG WHIRLPOOL,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A175048083031010,LAVADORA XPERT SYSTEM 20 KG WHIRLPOOL,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A176048083031010,LAVADORA XPERT SYSTEM 22 KG WHIRLPOOL,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A177048083031010,LAVADORA XPERT SYSTEM 22 KG WHIRLPOOL,AUTOMATICA 31 LBS EN ADELANTE,LAVADORAS,GAMA  BLANCA,ELECTRO
A179048093021010,SECADORA A GAS 21 KG WHIRLPOOL,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A170049093021010,SECADORA A GAS 23 KG WHIRLPOOL,A GAS,SECADORAS,GAMA  BLANCA,ELECTRO
A172049043021010,COCINA WHIRLPOOL 6 QUEMADORES,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A173049043021010,COCINA WHIRLPOOL 6 QUEMADORES,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A174059023121010,HORNO TOSTADOR  1150 WATTS CA,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A176059023131010,VASO BLEND-N-GO OSTER,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A178049073051010,REFRIGERADOR INDURAMA 690 LT I,REFRIGERADORA 400 A MAS LITROS,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A173040074021010,REFRIGERADORA HACEB TITANIO 150LT,FRIGOBAR,REFRIGERADORES & NEVERAS,GAMA  BLANCA,ELECTRO
A174050024151010,AIR FRYER 2.6 LTS B+D**,OLLA FREIDORA,COCINA,PEQUEÑO  APARATO,ELECTRO
A175050024141010,OLLA ARROCERA DIGITAL MULTIF**,OLLA ARROCERA,COCINA,PEQUEÑO  APARATO,ELECTRO
A176040054031010,HORNO ELECTRICO DE EMPOTRE 60,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A177040054031010,HORNO ELÉCTRICO 60 CM INOXIDAB,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A178040054031010,HORNO ELÉCTRICO 60 CM INOXIDAB,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A170041054031010,HORNO ELECTRICO MABE HM6014EYA,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A171041054031010,HORNO ELECTRICO DE EMPOTRE 60,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A172041054031010,HORNO ELECTRICO DE EMPOTRE 60,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A174051024031010,BATIDORA OSTER BLANCA DE MANO Y PEDESTAL,BATIDORA DE MANO,COCINA,PEQUEÑO  APARATO,ELECTRO
A177051024051010,CAFETERA PRIMALATTE OSTER ROJO PARA EXPRESSO  LATTE Y CAPUCCINO,CAFETERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A179051024231010,CUCHILLA OSTER PPICA TODO,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A171052024231010,CUCHILLA PICAHIELO PARA LICUADORA OSTER BLSTAA4961-011,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172052024231010,CUCHILLO ELECTRICO OSTER,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A175052024091010,EXTRACTOR DE JUGO OSTER ROJO  600W  2 VEL  1.25LTS,EXTRACTOR DE JUGO,COCINA,PEQUEÑO  APARATO,ELECTRO
A177052024131010,LICUADORA DE 8 VELOCIDADES OSTER COLOR VERDE  450W,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A177053024131010,LICUADORA XPERT PRO OSTER  REVERSIBLE  2 LTS,LICUADORAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A170054024191010,MAQUINA DE HACER EMPANADAS OSTER,SANDUCHERAS Y WAFLERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A171054024191010,MAQUINA PARA HACER AREPAS OSTER,SANDUCHERAS Y WAFLERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A172044054031010,MICROONDAS EMPOTRABLE CON EXTRACTOR DE OLORES  CAP 45 LTS - 1.58P 1000W  CROMADO,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A173044054031010,MICROONDAS EMPOTRABLE OSTER 34LTS - 1.2P 900W 220V-60HZ,HORNOS,EMPOTRABLES,GAMA  BLANCA,ELECTRO
A175054024141010,OLLA ARROCERA MULTIFUNCION OSTER  10 TAZAS  700W  GRIS,OLLA ARROCERA,COCINA,PEQUEÑO  APARATO,ELECTRO
A171055024181010,PROCESADOR DE ALIMENTOS OSTER,PICATODO Y PROCESADOR,COCINA,PEQUEÑO  APARATO,ELECTRO
A175055024051010,TETERA INALAMRICA OSTER 1.7 LT,CAFETERAS,COCINA,PEQUEÑO  APARATO,ELECTRO
A170056024231010,VASO DE VIDRIO OSTER® TIPO TRÉBOL CON TAPA,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A176056024231010,VASO PLASTICO OSTER CON TAPA PARA LICUADORA,ACCESORIOS,COCINA,PEQUEÑO  APARATO,ELECTRO
A177046044021010,COCINA INDURAMA MILAN QUARZO CROMA,A GAS,COCINAS & COCINETAS,GAMA  BLANCA,ELECTRO
A179046064021010,CONGELADOR 145LTS. CI-145BL BLANCO,HORIZONTAL,CONGELADORES,GAMA  BLANCA,ELECTRO
A170057024121010,HORNO TOSTADOR CON CONVENCION,HORNOS TOSTADORES,COCINA,PEQUEÑO  APARATO,ELECTRO
A171057024041010,BATIDORA DE PEDESTAL Y MANO 250WATTS 5V TAZÓN 3.5L BLACK + DECKER,BATIDORA DE PEDESTAL,COCINA,PEQUEÑO  APARATO,ELECTRO
A172057024141010,OLLA ARROCERA B+D 14 TZ,OLLA ARROCERA,COCINA,PEQUEÑO  APARATO,ELECTRO
A173057024141010,OLLA ARROCERA B+D 2.8 LT,OLLA ARROCERA,COCINA,PEQUEÑO  APARATO,ELECTRO
A174057024141010,OLLA ARROCERA B+D 20TZ,OLLA ARROCERA,COCINA,PEQUEÑO  APARATO,ELECTRO
